item_id,zh_cn,ru,fr,en,icon_path,category_zh_cn,category_ru,category_fr,category_en
19429,竹制长竿,Бамбуковое удилище,Manche de canne à pêche en bambou,Bamboo Fishing Pole Frame,icons/icon_item_1127.dds.png,生产材料,Редкий материал,Matériau,Material
19430,铁制长竿,Железное удилище,Scion de canne à pêche en acier,Steel Fishing Pole Frame,icons/icon_item_1128.dds.png,生产材料,Редкий материал,Matériau,Material
19448,细须柔顺剂,Густое пропиточное масло,Pigment de petite racine,Small Root Pigment,icons/icon_item_0640.dds.png,炼金专用油,Алхимическое масло,Alchemy Oil,Alchemy Oil
19449,胚芽皮革油,Густой лакировочный состав,Bouteille d'huile de petite graine,Small Seed Oil,icons/icon_item_0648.dds.png,炼金专用油,Алхимическое масло,Alchemy Oil,Alchemy Oil
19450,双花翻新剂,Густое шлифовальное масло,Cirage opaque,Opaque Polish,icons/icon_item_0644.dds.png,炼金专用油,Алхимическое масло,Alchemy Oil,Alchemy Oil
19451,弹性长竿,Латунное удилище,Scion de canne à pêche en acier souple,Springy Steel Fishing Pole Frame,icons/icon_item_1129.dds.png,生产材料,Редкий материал,Matériau,Material
19452,粗劣的手柄,Грубо сшитый мешок,Sac rudimentaire,Crude Sack,icons/icon_item_spear_1h_0001.dds.png,生产材料,Редкий материал,Matériau,Material
19453,合金长竿,Позолоченное удилище,Manche de canne à pêche doré,Gilt Fishing Pole Frame,icons/icon_item_1130.dds.png,生产材料,Редкий материал,Matériau,Material
19454,粗劣的扶手,Грубо сделанная рукоятка,Poignée rudimentaire,Crude Handle,icons/icon_item_dagger_0001.dds.png,生产材料,Редкий материал,Matériau,Material
19455,粗劣的棍子,Грубо сделанная палка,Bourdon rudimentaire,Crude Rod,icons/icon_item_staff_1h_0001.dds.png,生产材料,Редкий материал,Matériau,Material
19456,源晶装饰鱼竿原型,Акхиумное удилище,Manche de canne à pêche en archeum,Archeum Fishing Pole Frame,icons/icon_item_1131.dds.png,生产材料,Редкий материал,Matériau,Material
19467,战车炮塔,Орудийная башня,Canon de tank,Tank Cannon,icons/icon_item_0213.dds.png,生产材料,Редкий материал,Matériau,Material
19477,装备制作工具箱,Ящик с инструментами для изготовления оборудования,Boîte à outil d'artisanat,Equipment Crafting Toolbox,icons/quest/icon_item_quest070.dds.png,生产材料,Редкий материал,Matériau,Material
20174,凝油,Твердый жир,Bouteille d'huile figée,Congealed Oil,icons/quest/icon_item_quest148.dds.png,生产材料,Редкий материал,Matériau,Material
23710,诺伊的微笑,Чистая слеза Нуи,Sourire de Nui,Nui's Smile,icons/icon_item_0657.dds.png,金属,Слиток металла,Métal,Metal
23711,德翡纳之光,Вспышка дельфината,Flammes de Delphinad,Delphinad Flame,icons/icon_item_0656.dds.png,稀有金属,Драгоценный металл,Métal précieux,Precious Metal
23712,血之源晶,Акхиум свежей крови,Archeum sanglant,Blood Archeum,icons/icon_item_0658.dds.png,稀有金属,Драгоценный металл,Métal précieux,Precious Metal
23838,水母毒液,Яд медузы,Poison de méduse,Jellyfish Poison,icons/icon_item_0205.dds.png,生产材料,Редкий материал,Matériau,Material
24911,银月之尘,Лунная пыль,Lunarite,Lunarite,icons/icon_item_0848.dds.png,炼金材料,Реактив,Alchimie,Alchemy
24912,银月之石,Лунный слиток,Lunarite délicate,Fine Lunarite,icons/icon_item_0849.dds.png,炼金材料,Реактив,Alchimie,Alchemy
24913,银月之晶,Лунная призма,Lunarite supérieure,Superior Lunarite,icons/icon_item_0850.dds.png,炼金材料,Реактив,Alchimie,Alchemy
24914,银月之华,Лунная эссенция,Lunarite primordiale,Prime Lunarite,icons/icon_item_0851.dds.png,炼金材料,Реактив,Alchimie,Alchemy
26357,牛粪,Коровий навоз,Fumier de vache,Cow Manure,icons/quest/icon_item_quest066.dds.png,生产材料,Редкий материал,Matériau,Material
26853,原大陆之书,Дельфийская книга об огранке камней,Livre d'Auroria,Book of Auroria,icons/icon_item_0976.dds.png,生产材料,Редкий материал,Matériau,Material
27278,白纸,Бумага,Morceau de papier,Paper,icons/icon_item_0233.dds.png,特殊材料,Особый материал,Special Material,Special Material
27540,资格证明书-新手,Сертификат качества необычных товаров,Certificat de néophyte,Apprentice's Certificate,icons/icon_item_0857.dds.png,生产材料,Редкий материал,Matériau,Material
27541,资格证明书-熟工,Сертификат качества редких товаров,Certificat d'artificier,Artificer's Certificate,icons/icon_item_0857.dds.png,生产材料,Редкий материал,Matériau,Material
27542,资格证明书-工匠,Сертификат качества уникальных товаров,Certificat de fabricant,Artisan's Certificate,icons/icon_item_0857.dds.png,生产材料,Редкий материал,Matériau,Material
27543,资格证明书-专家,Сертификат качества легендарных товаров,Certificat de conquérant,Conqueror's Certificate,icons/icon_item_0857.dds.png,生产材料,Редкий материал,Matériau,Material
27544,初级捆制作书,Книга с выкройками,Plan d'assemblage de paquet basique,Basic Pack Blueprint,icons/icon_item_1125.dds.png,生产材料,Редкий материал,Matériau,Material
27546,活性炼金溶液,Ртуть,Solution instable,Unstable Solution,icons/icon_item_0290.dds.png,炼金材料,Реактив,Alchimie,Alchemy
27652,捆包制作书,Книга с выкройками,Plan d'assemblage de paquet,Pack Blueprint,icons/icon_item_1125.dds.png,生产材料,Редкий материал,Matériau,Material
28187,海光次元之石,Средоточие стихий,Pierre fortensel,Brinebrawn Stone,icons/icon_item_2729.dds.png,生产材料,Редкий материал,Matériau,Material
28188,深渊结晶,Сплав стихий,Cristal abyssal,Abyssal Crystal,icons/icon_item_1235.dds.png,炼金材料,Реактив,Alchimie,Alchemy
28189,深渊碎片,Осколок хаоса,Éclat abyssal,Abyssal Shard,icons/icon_item_1236.dds.png,炼金材料,Реактив,Alchimie,Alchemy
28219,耀眼的闪电之华,Клубок молний,Essence de foudre brillante,Shining Lightning Essence,icons/icon_item_0991.dds.png,生产材料,Редкий материал,Matériau,Material
28296,光辉的武器强化卷轴,Свиток сильных чар оружейника,Parchemin resplendissant de renivellement d'arme,Resplendent Weapon Regrade Scroll,icons/icon_item_1270.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
28297,光辉的防具强化卷轴,Свиток сильных чар бронника,Parchemin resplendissant de renivellement d'armure,Resplendent Armor Regrade Scroll,icons/icon_item_1271.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
28298,武器强化卷轴,Свиток чар оружейника,Parchemin de renivellement d'arme,Weapon Regrade Scroll,icons/icon_item_1268.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
28299,防具强化卷轴,Свиток чар бронника,Parchemin de renivellement d'armure,Armor Regrade Scroll,icons/icon_item_1269.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
28305,空卷轴,Пергамент,Parchemin de renivellement vierge,Blank Regrade Scroll,icons/icon_item_1267.dds.png,特殊材料,Особый материал,Special Material,Special Material
28449,品质认证书：良种骏马,Племенное свидетельство конезаводчика,Certificat de pur-sang,Purebred Certificate,icons/icon_item_0857.dds.png,生产材料,Редкий материал,Matériau,Material
28874,摩耳甫斯的头发,Прядь волос Морфеоса,Cheveux de Morpheus,Morpheus's Hair,icons/icon_item_0033.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
28914,被封印的时空之痕卷轴碎片,Обрывок старинного ритуала,Morceau de parchemin de l'espace-temps,Timespace Scroll Scrap,icons/quest/icon_item_quest016.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
28969,灼烧的阳光之锭,Слиток пламенного металла,Lingot de sol-crête brûlant,Blazing Sunridge Ingot,icons/icon_item_1347.dds.png,金属,Слиток металла,Métal,Metal
28970,柔韧的真皮皮革,Пламенеющая кожа,Morceau de cuir d'esprit du vent brûlant,Blazing Wind Spirit Leather,icons/icon_item_1348.dds.png,皮革,Кожа,Peau,Hide
28971,燃烧的云纹布料,Пламенеющая ткань,Tissu de Tissenuage brûlant,Blazing Cloudspun Fabric,icons/icon_item_1346.dds.png,布料,Ткань,Tissu,Fabric
28973,龙牙兵的骨饰,Украшение из костей экихона,Carcanet des Guivrelin,Wyrmkin Carcanet,icons/icon_item_1352.dds.png,生产材料,Редкий материал,Matériau,Material
28974,龙骨碎片,Обломок кости дракона,Os de dragon abîmé,Chipped Dragon Bone,icons/icon_item_1353.dds.png,生产材料,Редкий материал,Matériau,Material
28975,燃烧的永恒之火,Искра драконьего пламени,Braises éternelles,Eternal Embers,icons/icon_item_1354.dds.png,生产材料,Редкий материал,Matériau,Material
28976,红龙的链鳞,Обломок чешуи красного дракона,Écaille endurcie de dragon rouge,Hardened Red Dragon Scale,icons/icon_item_1340.dds.png,生产材料,Редкий материал,Matériau,Material
28977,红龙之心,Сердце красного дракона,Cœur de dragon rouge,Red Dragon Heart,icons/icon_item_1341.dds.png,生产材料,Редкий материал,Matériau,Material
28978,红龙刺鬃,Огненная чешуя,Crête dorsale de dragon rouge,Red Dragon Spinal Ridge,icons/icon_item_1342.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
28979,海之泡沫,Сфера бушующих волн,Écume d'Arcadia,Arcadian Seafoam,icons/icon_item_1355.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
28980,达忽塔之像,Статуэтка Дауты,Faveur de Dahuta,Dahuta's Favor,icons/icon_item_1357.dds.png,生产材料,Редкий материал,Matériau,Material
28981,翻滚的漩涡,Сфера водяных вихрей,Remous incessant,Swirling Whirlpool,icons/icon_item_1356.dds.png,生产材料,Редкий материал,Matériau,Material
28982,疯狂的灵魂,Дух безумия,Esprit dérangé,Deranged Spirit,icons/icon_item_1358.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
28983,波浪型发夹雏形,Чертеж: диадема морской ведьмы,Prototype de bandeau gemme-vive,Gemfast Circlet Prototype,icons/costume_hm/nu_m_hm_cloth164.dds.png,生产材料,Редкий материал,Matériau,Material
28984,唤雨帽握把,Выкройка: капитанская треуголка,Prototype de tricorne de tempête en mer,Seastorm Tricorne Prototype,icons/costume_hm/nu_m_hm_leather217.dds.png,生产材料,Редкий материал,Matériau,Material
28985,风浪注视者护目镜雏形,Схема: очки навигатора,Prototype de lunettes embuées de fin limier,Sleuth's Steamgoggles Prototype,icons/costume_hm/nu_m_hm_metal208.dds.png,生产材料,Редкий материал,Matériau,Material
28986,时空之痕封印卷轴,Ритуал призыва Сальфирона,Parchemin de l'espace-temps,Timespace Scroll,icons/icon_item_0004.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
29165,平静的漩涡,Безмолвный водоворот,Remous apaisé,Calmed Whirlpool,icons/icon_item_1356.dds.png,生产材料,Редкий материал,Matériau,Material
29211,涌动的漩涡,Вихревой водоворот,Remous incessant,Swirling Whirlpool,icons/icon_item_1356.dds.png,生产材料,Редкий материал,Matériau,Material
29212,别致的鸡毛,Перо довольной курицы,Plume de poule épanouie,Thriving Hen's Feather,icons/icon_item_0170.dds.png,生产材料,Редкий материал,Matériau,Material
29213,飘扬的永恒之火,Искра танцующего пламени,Braises éternelles cendreuses,Ashy Eternal Embers,icons/icon_item_1354.dds.png,生产材料,Редкий материал,Matériau,Material
29214,燃烧的龙骨碎片,Обломок кости сгоревшего дракона,Os de dragon abîmé brûlant,Burning Chipped Dragon Bone,icons/icon_item_1353.dds.png,生产材料,Редкий материал,Matériau,Material
29215,牛头怪的图腾,Тотем минотавра,Totem de minotaure,Minotaur Totem,icons/icon_item_1352.dds.png,生产材料,Редкий материал,Matériau,Material
29216,汹涌的漩涡,Ледяная пена,Écume glacée,Chilled Seafoam,icons/icon_item_1355.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
29217,雪人之泪,Слеза снежного человека,Larmes de yéti,Yeti Tears,icons/icon_item_1352.dds.png,生产材料,Редкий материал,Matériau,Material
29218,凝结的雪人之泪,Накопленные слезы снежного человека,Larmes de yéti taillées,Shaped Yeti Tears,icons/icon_item_1352.dds.png,生产材料,Редкий материал,Matériau,Material
29219,撕裂的刺鬃碎片,Кусок шипастой гривы,Pendentif en os calcinés,Charred Bone Pendant,icons/icon_item_1342.dds.png,生产材料,Редкий материал,Matériau,Material
29220,魔化女妖翼翎,Перо из крыла маленькой гарпии,Plume de harpie chargée de haine,Rage-Filled Harpy Pinion,icons/icon_item_1352.dds.png,生产材料,Редкий материал,Matériau,Material
29221,女妖翼翎,Перо из крыла гарпии,Plume en cristal,Crystal Feather,icons/icon_item_1352.dds.png,生产材料,Редкий материал,Matériau,Material
29222,魍魉的摇篮,Колыбель демонов,Collier de berceau fantôme,Ghost Cradly Necklace,icons/icon_item_1352.dds.png,生产材料,Редкий материал,Matériau,Material
29238,高密度纤维木材,Пламенеющие доски,Planche de bois d'abattage de Nuri brûlant,Blazing Nuri Forest Lumber,icons/icon_item_3210.dds.png,木材,Древесина,Planche,Lumber
29280,蜜蜡,Пчелиный воск,Morceau de cire,Wax Nugget,icons/icon_item_1401.dds.png,炼金材料,Реактив,Alchimie,Alchemy
29304,草原奶酪,Зрелый крестьянский сыр,Fromage des champs,Prairie Cheese,icons/icon_item_0225.dds.png,生产材料,Редкий материал,Matériau,Material
29305,蜂蜜酵素,Экстракт прополиса,Miel prospère,Prosperous Honey,icons/icon_item_1399.dds.png,生产材料,Редкий материал,Matériau,Material
29306,镇痛药水,Целебная наливка,Herbes séchées,Dried Herbs,icons/icon_item_1400.dds.png,生产材料,Редкий материал,Matériau,Material
29499,亚历山大的手杖,Посох Алесандера,Bâton d'Alexander,Alexander's Staff,icons/icon_item_staff_2h_0032.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
29511,克拉肯之眼,Глаз кракена,Œil de Kraken,Kraken Eye,icons/icon_item_0184.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
29512,罕乌雷的心脏,Сердце Сехекмет,Cœur d'Hanure,Hanure's Heart,icons/quest/icon_item_quest198.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
29513,安塔伦的手杖,Посох Анталлона,Bâton d'Anthalon,Anthalon's Staff,icons/icon_item_staff_2h_0003.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
29514,突击队长的灵魂石,Осколок души рыцаря-узурпатора,Pierre d'âme de Chien de Kyrios,Hound of Kyrios Soulstone,icons/quest/icon_item_quest021.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
29515,巴尔拉巴的魔力石,Лавовый камень Сальфирона,Pierre de mana de Vyrava,Vyrava's Manastone,icons/quest/icon_item_quest073.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
29612,古龙的碎骨,Фрагмент драконьих костей,Éclat d'os de dragon,Dragon Bone Chip,icons/icon_item_1353.dds.png,生产材料,Редкий материал,Matériau,Material
29767,品质认证书：良种熊崽,Родословная питомца,Certificat d'ours pur-sang,Purebred Bear Certificate,icons/icon_item_0857.dds.png,生产材料,Редкий материал,Matériau,Material
30002,蕾娜的戒指,Кольцо Лореи,Anneau de Meina,Meina's Ring,icons/icon_item_ring_0004.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
30003,格蓝的戒指,Кольцо Гленна,Anneau de Glenn,Glenn's Ring,icons/icon_item_ring_0004.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
30004,美杜莎的鳞发,Чешуя Ашьяры,Volant écailleux de Jola,Jola's Scaly Frill,icons/icon_item_0053.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
30174,端雅布料,Изящная ткань,Tissu fragile,Delicate Fabric,icons/icon_item_0058.dds.png,布料,Ткань,Tissu,Fabric
30176,纯朴布料,Простая ткань,Tissu uni,Plain Fabric,icons/icon_item_0356.dds.png,布料,Ткань,Tissu,Fabric
30628,巨树原木堆,Вязанка бревен,Bûches d'abondance,Cornucopia Logs,icons/icon_item_0568.dds.png,木材,Древесина,Planche,Lumber
30898,切碎的蔬菜,Нашинкованные овощи,Primeurs hachées,Chopped Produce,icons/icon_item_1765.dds.png,特殊材料,Особый материал,Special Material,Special Material
30899,浓缩的果汁,Свежевыжатый сок,Purée du verger,Orchard Puree,icons/icon_item_1759.dds.png,特殊材料,Особый материал,Special Material,Special Material
30900,晒干的花草,Измельченные лепестки цветов,Fleurs séchées,Dried Flowers,icons/icon_item_1762.dds.png,特殊材料,Особый материал,Special Material,Special Material
30901,捣碎的香料,Молотые специи,Épices moulues,Ground Spices,icons/icon_item_1763.dds.png,特殊材料,Особый материал,Special Material,Special Material
30902,谷物细粉,Измельченные злаки,Céréales moulues,Ground Grain,icons/icon_item_1769.dds.png,特殊材料,Особый материал,Special Material,Special Material
30903,熏蒸的药粉,Лекарственный порошок,Poudre médicinale,Medicinal Powder,icons/icon_item_1768.dds.png,特殊材料,Особый материал,Special Material,Special Material
30905,干净的肉脯,Мясной фарш,Viande dégraissée,Trimmed Meat,icons/icon_item_1764.dds.png,特殊材料,Особый материал,Special Material,Special Material
31009,新月赤石粉,Красный эмалевый пигмент,Lunarite de feu,Fire Lunarite,icons/icon_item_1561.dds.png,生产材料,Редкий материал,Matériau,Material
31010,新月赤石晶,Красное эмалевое стекло,Lunarite supérieure Lumifeu,Superior Fireglow Lunarite,icons/icon_item_1565.dds.png,生产材料,Редкий материал,Matériau,Material
31011,新月赤石片,Красная эмалевая глазурь,Lunarite délicate Lumifeu,Fine Fireglow Lunarite,icons/icon_item_1563.dds.png,生产材料,Редкий материал,Matériau,Material
31012,新月碧石粉,Синий эмалевый пигмент,Lunarite des vagues,Wave Lunarite,icons/icon_item_1562.dds.png,生产材料,Редкий материал,Matériau,Material
31013,新月碧石晶,Синее эмалевое стекло,Lunarite supérieure Lumivague,Superior Waveglow Lunarite,icons/icon_item_1566.dds.png,生产材料,Редкий материал,Matériau,Material
31014,新月碧石片,Синяя эмалевая глазурь,Lunarite délicate Lumivague,Fine Waveglow Lunarite,icons/icon_item_1564.dds.png,生产材料,Редкий материал,Matériau,Material
31015,洞察·新月黄石粉,Пигмент для гравировки штурмового копья,Lunarite de rafale : Perforation,Gale Lunarite: Pierce,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31016,狂怒·新月黄石粉,Пигмент для гравировки секиры,Lunarite de rafale : Colère,Gale Lunarite: Wrath,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31017,冷静·新月黄石粉,Пигмент для гравировки натянутого лука,Lunarite de rafale : Sérénité,Gale Lunarite: Serenity,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31018,冷彻·新月黄石粉,Пигмент для двойной гравировки натянутого лука,Lunarite de rafale : Constance,Gale Lunarite: Constance,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31019,怒涛·新月黄石粉,Пигмент для гравировки песочных часов,Lunarite de rafale : Torrent,Gale Lunarite: Torrent,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31020,百中·新月黄石粉,Пигмент для двойной гравировки рыцарского шлема,Lunarite de rafale : Fidélité,Gale Lunarite: Fidelity,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31021,愤怒·新月黄石粉,Пигмент для гравировки секиры,Lunarite de rafale : Fureur,Gale Lunarite: Fury,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31022,诡诈·新月黄石粉,Пигмент для гравировки дремлющего ока,Lunarite de rafale : Réconfort,Gale Lunarite: Consolation,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31023,狡诈·新月黄石粉,Пигмент для двойной гравировки дремлющего ока,Lunarite de rafale : Consolation,Gale Lunarite: Solace,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31024,威压·新月黄石粉,Пигмент для двойной гравировки лика Акритеса,Lunarite de rafale : Surpuissance,Gale Lunarite: Overpower,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31025,威胁·新月黄石粉,Пигмент для гравировки лика Акритеса,Lunarite de rafale : Agressivité,Gale Lunarite: Aggro,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31026,慈悲·新月黄石粉,Пигмент для гравировки чаши врачевателя,Lunarite de rafale : Pitié,Gale Lunarite: Mercy,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31027,慈爱·新月黄石粉,Пигмент для двойной гравировки чаши врачевателя,Lunarite de rafale : Bienveillance,Gale Lunarite: Benevolence,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31028,疾风·新月黄石粉,Пигмент для гравировки мчащегося всадника,Lunarite de rafale : Tempête,Gale Lunarite: Tempest,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31029,破坏·新月黄石粉,Пигмент для гравировки падающей звезды,Lunarite de rafale : Destruction,Gale Lunarite: Destruction,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31030,破灭·新月黄石粉,Пигмент для двойной гравировки падающей звезды,Lunarite de rafale : Devin,Gale Lunarite: Harbinger,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31031,必中·新月黄石粉,Пигмент для гравировки рыцарского шлема,Lunarite de rafale : Maîtrise,Gale Lunarite: Mastery,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
31032,洞察·新月黄石晶,Стекло для гравировки штурмового копья,Lunarite supérieure de rafale : Perforation,Superior Gale Lunarite: Pierce,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31033,狂怒·新月黄石晶,Стекло для двойной гравировки секиры,Lunarite supérieure de rafale : Colère,Superior Gale Lunarite: Wrath,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31034,冷静·新月黄石晶,Стекло для гравировки натянутого лука,Lunarite supérieure de rafale : Sérénité,Superior Gale Lunarite: Serenity,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31035,冷彻·新月黄石晶,Стекло для двойной гравировки натянутого лука,Lunarite supérieure de rafale : Constance,Superior Gale Lunarite: Constance,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31036,怒涛·新月黄石晶,Стекло для гравировки песочных часов,Lunarite supérieure de rafale : Torrent,Superior Gale Lunarite: Torrent,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31037,百中·新月黄石晶,Стекло для двойной гравировки рыцарского шлема,Lunarite supérieure de rafale : Fidélité,Superior Gale Lunarite: Fidelity,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31038,愤怒·新月黄石晶,Стекло для гравировки секиры,Lunarite supérieure de rafale : Fureur,Superior Gale Lunarite: Fury,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31039,诡诈·新月黄石晶,Стекло для гравировки дремлющего ока,Lunarite supérieure de rafale : Réconfort,Superior Gale Lunarite: Consolation,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31040,狡诈·新月黄石晶,Стекло для двойной гравировки дремлющего ока,Lunarite supérieure de rafale : Consolation,Superior Gale Lunarite: Solace,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31041,威压·新月黄石晶,Стекло для двойной гравировки лика Акритеса,Lunarite supérieure de rafale : Surpuissance,Superior Gale Lunarite: Overpower,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31042,威胁·新月黄石晶,Стекло для гравировки лика Акритеса,Lunarite supérieure de rafale : Agressivité,Superior Gale Lunarite: Aggro,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31043,慈悲·新月黄石晶,Стекло для гравировки чаши врачевателя,Lunarite supérieure de rafale : Pitié,Superior Gale Lunarite: Mercy,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31044,慈爱·新月黄石晶,Стекло для двойной гравировки чаши врачевателя,Lunarite supérieure de rafale : Bienveillance,Superior Gale Lunarite: Benevolence,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31045,疾风·新月黄石晶,Стекло для гравировки мчащегося всадника,Lunarite supérieure de rafale : Tempête,Superior Gale Lunarite: Tempest,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31046,破坏·新月黄石晶,Стекло для гравировки падающей звезды,Lunarite supérieure de rafale : Destruction,Superior Gale Lunarite: Destruction,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31047,破灭·新月黄石晶,Стекло для двойной гравировки падающей звезды,Lunarite supérieure de rafale : Devin,Superior Gale Lunarite: Harbinger,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31048,必中·新月黄石晶,Стекло для гравировки рыцарского шлема,Lunarite supérieure de rafale : Maîtrise,Superior Gale Lunarite: Mastery,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
31049,洞察·新月黄石片,Глазурь для гравировки штурмового копья,Lunarite délicate de rafale : Perforation,Fine Gale Lunarite: Pierce,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31050,狂怒·新月黄石片,Глазурь для двойной гравировки секиры,Lunarite délicate de rafale : Colère,Fine Gale Lunarite: Wrath,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31051,冷静·新月黄石片,Глазурь для гравировки натянутого лука,Lunarite délicate de rafale : Sérénité,Fine Gale Lunarite: Serenity,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31052,冷彻·新月黄石片,Глазурь для двойной гравировки натянутого лука,Lunarite délicate de rafale : Constance,Fine Gale Lunarite: Constance,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31053,怒涛·新月黄石片,Глазурь для гравировки песочных часов,Lunarite délicate de rafale : Torrent,Fine Gale Lunarite: Torrent,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31054,百中·新月黄石片,Глазурь для двойной гравировки рыцарского шлема,Lunarite délicate de rafale : Fidélité,Fine Gale Lunarite: Fidelity,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31055,愤怒·新月黄石片,Глазурь для гравировки секиры,Lunarite délicate de rafale : Fureur,Fine Gale Lunarite: Fury,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31056,诡诈·新月黄石片,Глазурь для гравировки дремлющего ока,Lunarite délicate de rafale : Réconfort,Fine Gale Lunarite: Consolation,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31057,狡诈·新月黄石片,Глазурь для двойной гравировки дремлющего ока,Lunarite délicate de rafale : Consolation,Fine Gale Lunarite: Solace,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31058,威压·新月黄石片,Глазурь для двойной гравировки лика Акритеса,Lunarite délicate de rafale : Surpuissance,Fine Gale Lunarite: Overpower,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31059,威胁·新月黄石片,Глазурь для гравировки лика Акритеса,Lunarite délicate de rafale : Agressivité,Fine Gale Lunarite: Aggro,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31060,慈悲·新月黄石片,Глазурь для гравировки чаши врачевателя,Lunarite délicate de rafale : Pitié,Fine Gale Lunarite: Mercy,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31061,慈爱·新月黄石片,Глазурь для двойной гравировки чаши врачевателя,Lunarite délicate de rafale : Bienveillance,Fine Gale Lunarite: Benevolence,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
31062,疾风·新月黄石片,Глазурь для гравировки мчащегося всадника,Lunarite délicate de rafale : Tempête,Fine Gale Lunarite: Tempest,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
